,Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated,Unnamed: 9,Unnamed: 10
1010,,"@sodbaehr Hallo, danke für deine Fragen und dass du dich mit dem Thema so auseinander setzt!<br>Der Panda weiß zunächst natürlich nicht genau, dass er konkret ein Panda ist, aber er weiß intuitiv, dass er weder ein Braunbär, noch ein Koala ist. Es fühlt sich an, als würde man außerhalb dieser beiden Gruppen &quot;Braunbär&quot; und &quot;Koala&quot; stehen, und man fühlt sich einfach nicht angesprochen, wenn man zu diesen Gruppen dazugezählt wird und sich mit ihnen identifizieren soll. Übersetzt: Egal wie dein biologisches Geschlecht ist, wenn darüber als eine Gruppe gesprochen wird (zb. &quot;Wir Männer&quot; oder &quot;Wir Frauen&quot;) hast du das Gefühl, dass dich das nicht miteinschließt, nicht betrifft. Du erkennst sozusagen deine Identität in der Abgrenzung zu den anderen, weil du definitiv weißt, dass du weder ein Braunbär, noch ein Koala bist. Dann herauszufinden, was du stattdessen bist, ist meistens eine lange und schwierige Reise. <br>Der Panda symbolisiert nur eine Geschlechtsidentität, kein biologisches Geschlecht. Natürlich werden wir alle mit einem (in den allermeisten Fällen) eindeutigen biologischen Geschlecht geboren, und das schließt natürlich auch nonbinarys nicht aus. &quot;non-binary-Sein&quot; ist eine Geschlechtsidentität, genauso wie &quot;Frau-Sein&quot; oder &quot;Mann-Sein&quot; (im symbolischen Beispiel &quot;Braunbär - Sein&quot; und &quot;Koala - Sein&quot;).<br>Im Prinzip gibt es zwei verschiedene Typen von nonbinarys (womit ich niemanden diskriminieren möchte, der sich als nonbinary eventuell anders versteht). Der eine Typ fühlt sich weder der Gruppe der Männer, noch der Gruppe der Frauen zugehörig. Weder das eine, noch das andere ist der Fall. Geschlechtsmerkmale sowohl von Frauen, als auch von Männern werden dann meist gleichsam als falsch / nicht zugehörig oder als Belastung empfunden (das nennt man dann übrigens geschlechtsneutrale Genderdysphoria). Und dann gibt es nonbinarys, die sich sowohl als Mann, als auch als Frau fühlen, aber eben nicht nur eins von beidem, wodurch wieder etwas Neues, Drittes, entsteht. Ich würde mal schätzen, dass Marcel-Jana in dieses Spektrum fällt, aber das ist natürlich nur eine objektive Vermutung, sorry falls ich falsch liege und Marcel-Jana das hier lesen sollte.<br>In beiden Fällen entsteht der Panda, wenn auch in gänzlich unterschiedliche Richtungen - einmal sozusagen als eine reine Minus-Rechnung (weder Frau noch Mann), und einmal als eine reine Plus-Rechnung (sowohl Mann, als auch Frau).",,,,GroteskAntichrist,"@sodbaehr Hallo, danke für deine Fragen und dass du dich mit dem Thema so auseinander setzt!<br>Der Panda weiß zunächst natürlich nicht genau, dass er konkret ein Panda ist, aber er weiß intuitiv, dass er weder ein Braunbär, noch ein Koala ist. Es fühlt sich an, als würde man außerhalb dieser beiden Gruppen &quot;Braunbär&quot; und &quot;Koala&quot; stehen, und man fühlt sich einfach nicht angesprochen, wenn man zu diesen Gruppen dazugezählt wird und sich mit ihnen identifizieren soll. Übersetzt: Egal wie dein biologisches Geschlecht ist, wenn darüber als eine Gruppe gesprochen wird (zb. &quot;Wir Männer&quot; oder &quot;Wir Frauen&quot;) hast du das Gefühl, dass dich das nicht miteinschließt, nicht betrifft. Du erkennst sozusagen deine Identität in der Abgrenzung zu den anderen, weil du definitiv weißt, dass du weder ein Braunbär, noch ein Koala bist. Dann herauszufinden, was du stattdessen bist, ist meistens eine lange und schwierige Reise. <br>Der Panda symbolisiert nur eine Geschlechtsidentität, kein biologisches Geschlecht. Natürlich werden wir alle mit einem (in den allermeisten Fällen) eindeutigen biologischen Geschlecht geboren, und das schließt natürlich auch nonbinarys nicht aus. &quot;non-binary-Sein&quot; ist eine Geschlechtsidentität, genauso wie &quot;Frau-Sein&quot; oder &quot;Mann-Sein&quot; (im symbolischen Beispiel &quot;Braunbär - Sein&quot; und &quot;Koala - Sein&quot;).<br>Im Prinzip gibt es zwei verschiedene Typen von nonbinarys (womit ich niemanden diskriminieren möchte, der sich als nonbinary eventuell anders versteht). Der eine Typ fühlt sich weder der Gruppe der Männer, noch der Gruppe der Frauen zugehörig. Weder das eine, noch das andere ist der Fall. Geschlechtsmerkmale sowohl von Frauen, als auch von Männern werden dann meist gleichsam als falsch / nicht zugehörig oder als Belastung empfunden (das nennt man dann übrigens geschlechtsneutrale Genderdysphoria). Und dann gibt es nonbinarys, die sich sowohl als Mann, als auch als Frau fühlen, aber eben nicht nur eins von beidem, wodurch wieder etwas Neues, Drittes, entsteht. Ich würde mal schätzen, dass Marcel-Jana in dieses Spektrum fällt, aber das ist natürlich nur eine objektive Vermutung, sorry falls ich falsch liege und Marcel-Jana das hier lesen sollte.<br>In beiden Fällen entsteht der Panda, wenn auch in gänzlich unterschiedliche Richtungen - einmal sozusagen als eine reine Minus-Rechnung (weder Frau noch Mann), und einmal als eine reine Plus-Rechnung (sowohl Mann, als auch Frau).",2021-02-13T18:30:43Z,2021-02-13T18:30:43Z,,
1011,,,,,,sodbaehr,,2021-02-13T19:15:38Z,2021-02-13T19:15:38Z,,
1012,Franziska Kaffee,"Hej hej, gibt es ein Spendenkonto, wo man für die Kosten der Begutachtung an Marcel-Jana spenden kann? Wenn, könnt ihr das verlinken?",2021-02-13T14:43:21Z,0.0,3.0,,,,,,
1013,,"Nein, uns ist zumindest keins bekannt...",,,,reporter,"Nein, uns ist zumindest keins bekannt...",2021-02-14T11:58:58Z,2021-02-14T11:58:58Z,,
1014,,@reporter Trotzdem danke für die Antwort!,,,,Franziska Kaffee,@reporter Trotzdem danke für die Antwort!,2021-02-14T12:35:22Z,2021-02-14T12:35:22Z,,
1015,,Gerne.,,,,reporter,Gerne.,2021-02-14T21:09:22Z,2021-02-14T21:09:22Z,,
1016,Blumen Kämpfer,Naja ich kann verstehen das die Ämter die Personen genau prüfen müssen weil es eben ein spezieller Fall ist. Aber einen Ausweis zu ändern ist doch wohl weniger Aufwand als jemanden zb. Hartz 4 zu stemmen,2021-02-13T14:38:38Z,1.0,0.0,,,,,,
1017,BIRKERBOYZ,"Warum sollen 95-98% ihre Sprache ändern, nur weil sich 2-5% irgendwie ausgeschlossen fühlen?<br>Wenn jmd pädophil ist, es aber nicht auslebt, aber fremde darüber Kenntnis erlangen, dann ist das sofort abstoßend und krank. Und hier soll ich Lalola machen und die deutsche Sprache neu erschaffen?",2021-02-13T14:26:29Z,8.0,8.0,,,,,,
1018,,vergleichst du ernsthaft grade Pädophilie mit  Intersexualität??  ich kann ja verstehn dass dieses er/sie wecklassen etwas kompliziert sein kann weils halt einfach die norm in der Sprache ist aber  diese Aussage geht dann doch echt zu weit das hatt doch überhaupt nichts miteinander zu tun dass ist doch keine sexuelle vorliebe ...,,,,Steffi Smileey,vergleichst du ernsthaft grade Pädophilie mit  Intersexualität??  ich kann ja verstehn dass dieses er/sie wecklassen etwas kompliziert sein kann weils halt einfach die norm in der Sprache ist aber  diese Aussage geht dann doch echt zu weit das hatt doch überhaupt nichts miteinander zu tun dass ist doch keine sexuelle vorliebe ...,2021-02-13T18:27:27Z,2021-02-13T18:27:27Z,,
1019,,"@Steffi Smileey Deiner Rechtschreibung nach zu urteilen ist das Thema wohl zu komplex für dich. <br>Meine Lieblingsfehler?<br>Hat mit Doppel t! <br>dass statt das<br>Weglassen mit ck<br><br>Junge, du bist der Beweis dafür, dass Schulen besser wieder öffnen sollten - bundesweit 😂<br><br>Und Pädophilie sucht sich ebenso keiner aus wie seine Sexualität oder welchem Geschlecht er sich angehörig fühlt - desshalb sehr wohl treffend als Vergleich, wenn auch provokant.",,,,BIRKERBOYZ,"@Steffi Smileey Deiner Rechtschreibung nach zu urteilen ist das Thema wohl zu komplex für dich. <br>Meine Lieblingsfehler?<br>Hat mit Doppel t! <br>dass statt das<br>Weglassen mit ck<br><br>Junge, du bist der Beweis dafür, dass Schulen besser wieder öffnen sollten - bundesweit 😂<br><br>Und Pädophilie sucht sich ebenso keiner aus wie seine Sexualität oder welchem Geschlecht er sich angehörig fühlt - desshalb sehr wohl treffend als Vergleich, wenn auch provokant.",2021-02-13T18:33:55Z,2021-02-13T18:33:55Z,,
1020,,"Sprache ändert sich sowieso andauernd. Das ist der Lauf der Dinge. Warum sollte man nicht versuchen dies zu nutzen, um alleinschließende Formulierungen zu fördern?",,,,reporter,"Sprache ändert sich sowieso andauernd. Das ist der Lauf der Dinge. Warum sollte man nicht versuchen dies zu nutzen, um alleinschließende Formulierungen zu fördern?",2021-02-14T11:58:27Z,2021-02-14T11:58:27Z,,
1021,,"@reporter Weil&#39;s Schwachsinn ist, deshalb. User ist ein Wort aus dem englischen. Was macht ihr daraus? Userinnen! Wtf. Krank ist das.",,,,BIRKERBOYZ,"@reporter Weil&#39;s Schwachsinn ist, deshalb. User ist ein Wort aus dem englischen. Was macht ihr daraus? Userinnen! Wtf. Krank ist das.",2021-02-14T12:04:10Z,2021-02-14T12:04:10Z,,
1022,,"Das ist natürlich die beste Begründung. Außerdem ist User:in mittlerweile ein deutsches Wort. Warum es also nicht korrekt gendern?<br><a href=""https://www.duden.de/rechtschreibung/User"">https://www.duden.de/rechtschreibung/User</a>",,,,reporter,"Das ist natürlich die beste Begründung. Außerdem ist User:in mittlerweile ein deutsches Wort. Warum es also nicht korrekt gendern?<br><a href=""https://www.duden.de/rechtschreibung/User"">https://www.duden.de/rechtschreibung/User</a>",2021-02-14T21:09:10Z,2021-02-14T21:09:10Z,,
1023,,@reporter Ihr macht die deutsche Sprache kaputt!,,,,BIRKERBOYZ,@reporter Ihr macht die deutsche Sprache kaputt!,2021-02-14T21:17:02Z,2021-02-14T21:17:02Z,,
1024,,Wie sollten wir das denn anstellen? 🤔,,,,reporter,Wie sollten wir das denn anstellen? 🤔,2021-02-15T09:37:19Z,2021-02-15T09:37:19Z,,
1025,,Ich denke es sind deutlich weniger als 2%. So gesehen ist die ganze Sache noch unverständlicher.,,,,Irgend Sontyp,Ich denke es sind deutlich weniger als 2%. So gesehen ist die ganze Sache noch unverständlicher.,2021-02-15T10:09:17Z,2021-02-15T10:09:17Z,,
1026,Dave_sic,Wie ist das mit dem Wehrdienst geregelt? Im kriegsfall können Männer einer bestimmten altersspanne ja zur landesverteidigung herangezogen werden. Fallen non binaries da raus oder wird man dann anhand des geburtsgeschlecht eingezogen?,2021-02-13T14:25:10Z,0.0,3.0,,,,,,
1027,,"Gute Frage. Wahrscheinlich würden nicht-binäre Personen, nicht eingezogen worden, solange dies in ihrem Pass so vermerkt wäre.",,,,reporter,"Gute Frage. Wahrscheinlich würden nicht-binäre Personen, nicht eingezogen worden, solange dies in ihrem Pass so vermerkt wäre.",2021-02-14T11:58:15Z,2021-02-14T11:58:15Z,,
1028,,"@reporter klasse, danke für die Antwort",,,,Dave_sic,"@reporter klasse, danke für die Antwort",2021-02-14T12:24:29Z,2021-02-14T12:24:29Z,,
1029,,Sehr gerne.,,,,reporter,Sehr gerne.,2021-02-14T21:08:51Z,2021-02-14T21:08:51Z,,
1030,BIRKERBOYZ,"Euer offensichtlich schwuler Reporter (tut nix zur Sache, aber wollte ich nicht unerwähnt lassen, vor allem bei dieser &quot;Doku&quot;) ist nebenbei offen in der linksextremistischen Szene unterwegs. Ein Statement dazu wäre Mal angebracht, schließlich werdet ihr von Zwangsgeldern bezahlt! <br>Timm folgt @linksextremist<br><br>Ekelhaft! Sowas wird von Rundfunkgebühren bezahlt, ich kotze",2021-02-13T14:19:37Z,5.0,3.0,,,,,,
1031,,"Moment mal. Hast ja selber gemerkt, dass die sexuelle Orientierung unseres Reporters hier nichts zur Sache tut, richtig? 😉<br>Außerdem kann man keine Schlüsse daraus ziehen, wer wem auf Social Media Plattformen folgt. Hast du mal darüber nachgedacht, dass man dies auch zu Recherchezwecken tuen kann?",,,,reporter,"Moment mal. Hast ja selber gemerkt, dass die sexuelle Orientierung unseres Reporters hier nichts zur Sache tut, richtig? 😉<br>Außerdem kann man keine Schlüsse daraus ziehen, wer wem auf Social Media Plattformen folgt. Hast du mal darüber nachgedacht, dass man dies auch zu Recherchezwecken tuen kann?",2021-02-14T11:58:05Z,2021-02-14T11:58:05Z,,
1032,,"@reporter Klar, und warum ist keiner bei den Rechtsextremen?",,,,BIRKERBOYZ,"@reporter Klar, und warum ist keiner bei den Rechtsextremen?",2021-02-14T12:05:11Z,2021-02-14T12:05:11Z,,
1033,,Hast du Themenvorschläge für uns?,,,,reporter,Hast du Themenvorschläge für uns?,2021-02-14T21:08:38Z,2021-02-14T21:08:38Z,,
1034,schlampige kitty,🤮,2021-02-13T14:13:28Z,5.0,0.0,,,,,,
1035,M2K Tekk,"Wie viele sinnfreie Probleme Heute von der Gesellschaft selbst geschaffen werden, als hätten wir nicht genug sinnvollere Dinge, über die man sich Gedanken machen sollte/könnte. <br>Mir ist völlig egal, wie jemand heißt, was er trägt, wie er aussieht, woher er kommt, worauf er steht &amp; als was er sich fühlt. Von mir aus kann sich Sophia-Jürgen als gelber Pegasus identifizieren, er soll aber nicht der ganzen Welt damit auf‘s Schwein gehen, dafür neue Wörter und Regeln erfinden &amp; von allen erwarten, dass sie da mitziehen und sich anpassen. <br>Macht alle was ihr wollt, aber ihr versucht euch einfach nur krampfartig abzuheben und irgendwas besonderes zu sein. Zumindest wirkt das zu 99% so.",2021-02-13T13:07:31Z,4.0,1.0,,,,,,
1036,,hdf,,,,derrngled,hdf,2021-02-13T15:17:53Z,2021-02-13T15:17:53Z,,
1037,Der einzig Wahre,"...wenigstens geht es uns in Deutschland so gut, dass wir uns über hirnrissige Sachen beschweren können...",2021-02-13T12:43:53Z,6.0,0.0,,,,,,
1038,Luana Sommer,PersiaX bitte sag was dazu🙈,2021-02-13T12:36:51Z,35.0,0.0,,,,,,
1039,Luana Sommer,"Wenn man mich fragen würde warum ich mich als frau fühle, kann ich ja nur verlieren, weil wir abgesehen von den geschlechsteilen nichts mann oder frau zuordnen sollen. Ich bin überfordert und auch ein bisschen wütend.",2021-02-13T12:34:10Z,19.0,3.0,,,,,,
1040,,"Kann ich verstehen, aber wenn du sagst &quot;weil ich das so fühle&quot; reicht das als Begründung völlig aus.",,,,CatMage,"Kann ich verstehen, aber wenn du sagst &quot;weil ich das so fühle&quot; reicht das als Begründung völlig aus.",2021-02-15T22:43:50Z,2021-02-15T22:43:50Z,,
1041,,"@CatMage alles klar, ich fühle mich wie ein homosexueller Röhrenfernseher, reicht ja aus, um einer zu sein.",,,,Der Offene-Fenster-Wahnsinniche,"@CatMage alles klar, ich fühle mich wie ein homosexueller Röhrenfernseher, reicht ja aus, um einer zu sein.",2021-05-14T02:19:47Z,2021-05-14T02:20:03Z,,
1042,,"@Der Offene-Fenster-Wahnsinniche Exakt, lässt sich dann unter &quot;Voidpunk&quot; einordnen",,,,CatMage,"@Der Offene-Fenster-Wahnsinniche Exakt, lässt sich dann unter &quot;Voidpunk&quot; einordnen",2021-05-14T09:54:25Z,2021-05-14T09:54:25Z,,
1043,Bianca J.D.,"Manchmal hilft es einen anderen Blickwinkel einzunehmen. <br>Sozial non-binäre Menschen haben in Deutschland das Recht, ihr Geschlecht auch offiziell anpassen zu lassen! Da diese Verfahren vergleichsweise seltener auftreten und vieles noch erforscht/belegt/erprobt werden muss, dauert es eben länger. <br><br>Im Vergleich zum vergangenen Jahrhundert (Gefängnisstrafen/Euthanasie/Zwangssterilisation von nicht binären Geschlechtern und Sexualität en) leben wir in einem extrem toleranten und offenem Land! In anderen Ländern wird man dafür strafrechtlich leider immer noch verfolgt und teilweise gesellschaftlich geächtet... <br><br>Ich denke, dass es helfen kann, wenn man versteht, dass es nicht gegen die eigene Person geht, sondern ein langwieriger Umbruch-Prozess ist, den die Gesellschaft und die (wahnsinnig langsame) Bürokratie auch erst Mal durchschreiten müssen. <br><br>Aber mit jedem Antrag und Prozess, der heute geführt wird, wird es kommenden Generationen vereinfacht. Aus dieser Perspektive ein herzliches Dankeschön für deine Mühen!",2021-02-13T12:30:03Z,0.0,0.0,,,,,,
1044,Luana Sommer,Wenn man „er“ sagt stört das nicht aber „herr ...“ ist nicht ok. Beides ist männlich zuzuordnen ich verstehe das nicht.,2021-02-13T12:29:43Z,228.0,13.0,,,,,,
1045,,Ich kann das schon nachvollziehen. Herr und Frau sind ganz eindeutig geschlechtlich und &quot;er&quot; und &quot;sie&quot; eher nur ne Buchstabenaneinanderreihung die sich darauf bezieht.<br>Wenn ich z.B. über eine Person rede kann ich auch sagen. &quot;Eine Person mit der ich befreundet bin mag Schokolade. Aber sie ist auch gerne Spagetti.&quot; Hier ist das Pronomen &quot;sie&quot; verwendet aber man könnte sich auch auf einen Mann beziehen weil es ja um das Pronomen von &quot;die&quot; Person geht.,,,,Rain Blair,Ich kann das schon nachvollziehen. Herr und Frau sind ganz eindeutig geschlechtlich und &quot;er&quot; und &quot;sie&quot; eher nur ne Buchstabenaneinanderreihung die sich darauf bezieht.<br>Wenn ich z.B. über eine Person rede kann ich auch sagen. &quot;Eine Person mit der ich befreundet bin mag Schokolade. Aber sie ist auch gerne Spagetti.&quot; Hier ist das Pronomen &quot;sie&quot; verwendet aber man könnte sich auch auf einen Mann beziehen weil es ja um das Pronomen von &quot;die&quot; Person geht.,2021-02-13T18:30:27Z,2021-02-13T18:30:27Z,,
1046,,"Mich als enby stören die Pronomen im deutschen auch eher weniger. Das liegt vor allem an dem Lotto-System Artikel (es ist der Staubsauger, das Buch, die Schrift, das Mädchen, also absolut sinnfrei wie da die Artikel/Pronomen gewählt werden) und zweitens weil das deutsche nichts &quot;neutrales&quot; hat. Im Englischen wird &quot;they/them&quot; verwendet und im Schwedischen gibt es &quot;hen&quot;.<br>Es gibt schon einige Versuche da auch was im deutschen zu finden so Zusammenwürfelungen wie &quot;sier&quot; finde ich aber eher misslungen. <br>&quot;Es&quot; ist zwar neutral, ist aber eigentlich für Gegenstände. Bei Anreden gibt es nur &quot;Herr/Frau&quot; und die werden explizit nach deinem Geschlecht vergeben. Ich bitte daher bei Leuten, die ich häufig treffe darum, mich zu duzen (glücklicherweise bin ich noch in einem Alter, wo das &#39;nachvollziehbar&#39; ist).",,,,R H,"Mich als enby stören die Pronomen im deutschen auch eher weniger. Das liegt vor allem an dem Lotto-System Artikel (es ist der Staubsauger, das Buch, die Schrift, das Mädchen, also absolut sinnfrei wie da die Artikel/Pronomen gewählt werden) und zweitens weil das deutsche nichts &quot;neutrales&quot; hat. Im Englischen wird &quot;they/them&quot; verwendet und im Schwedischen gibt es &quot;hen&quot;.<br>Es gibt schon einige Versuche da auch was im deutschen zu finden so Zusammenwürfelungen wie &quot;sier&quot; finde ich aber eher misslungen. <br>&quot;Es&quot; ist zwar neutral, ist aber eigentlich für Gegenstände. Bei Anreden gibt es nur &quot;Herr/Frau&quot; und die werden explizit nach deinem Geschlecht vergeben. Ich bitte daher bei Leuten, die ich häufig treffe darum, mich zu duzen (glücklicherweise bin ich noch in einem Alter, wo das &#39;nachvollziehbar&#39; ist).",2021-02-14T09:44:49Z,2021-02-14T09:44:49Z,,
1047,,"@R H Keine sorge, die Sprachverhunzer werden bald schon mit irgendeinem Fantasiewort ankommen und das dann der Gesellschaft aufoktroyieren wollen.",,,,Kefchet,"@R H Keine sorge, die Sprachverhunzer werden bald schon mit irgendeinem Fantasiewort ankommen und das dann der Gesellschaft aufoktroyieren wollen.",2021-02-14T11:19:42Z,2021-02-14T11:19:42Z,,
1048,,"@Emma Stern sondern auch für Diminutiv(Verniedlichung), was nun auch nicht toll ist, für die meisten (verniedlicht werden).<br>Dazu kommt noch der misogyne Aspekt, dass da eben Versächlichung mitschwingt. denn &quot;das jüngchen&quot; wird ja nicht gesagt. Frauen zu objektifizieren ist leider ein gängiges Paradigma.",,,,Dead Raccoon,"@Emma Stern sondern auch für Diminutiv(Verniedlichung), was nun auch nicht toll ist, für die meisten (verniedlicht werden).<br>Dazu kommt noch der misogyne Aspekt, dass da eben Versächlichung mitschwingt. denn &quot;das jüngchen&quot; wird ja nicht gesagt. Frauen zu objektifizieren ist leider ein gängiges Paradigma.",2021-02-15T02:54:18Z,2021-02-15T02:54:18Z,,
1049,,"@Dead Raccoon Aber man sagt Jungchen, Jüngelchen oder Bübchen.",,,,Jar Red,"@Dead Raccoon Aber man sagt Jungchen, Jüngelchen oder Bübchen.",2021-02-15T03:45:40Z,2021-02-15T03:45:40Z,,
1050,,"@Jar Red nee, im Alltäglichen Sprachgebrauch ja eben nicht. Das war mein Punkt. Mädchen sagt und hört man* jeden Tag.",,,,Dead Raccoon,"@Jar Red nee, im Alltäglichen Sprachgebrauch ja eben nicht. Das war mein Punkt. Mädchen sagt und hört man* jeden Tag.",2021-02-15T14:27:22Z,2021-02-15T14:27:22Z,,
1051,,"@Dead Raccoon   Das ist historisch diminutiv für Verkleinerung von Magd, weil es ein Kind meint. An &quot;Mädchen&quot; ist nichts pejorativ und dies allein dem Artikel anzuhängen ist wohl stark übertrieben. Alle Diminutive haben den selben Artikel, auch Jungchen und Bübchen. Das hiesse ja auch im Französischen oder Englischen gäbe es deine sogenannte misogyne Diskriminierung nicht, wenn man sagt la Mademoiselle oder the auntie. Also sollen wir unsere Artikel abschaffen?",,,,Jar Red,"@Dead Raccoon   Das ist historisch diminutiv für Verkleinerung von Magd, weil es ein Kind meint. An &quot;Mädchen&quot; ist nichts pejorativ und dies allein dem Artikel anzuhängen ist wohl stark übertrieben. Alle Diminutive haben den selben Artikel, auch Jungchen und Bübchen. Das hiesse ja auch im Französischen oder Englischen gäbe es deine sogenannte misogyne Diskriminierung nicht, wenn man sagt la Mademoiselle oder the auntie. Also sollen wir unsere Artikel abschaffen?",2021-02-23T05:20:02Z,2021-02-23T05:20:02Z,,
1052,,"Das kommt davon, wenn man zu viel Zeit hat, sich über so einen Schwachsinn Gedanken zu machen.....<br>Anstatt einfach zu leben, unabhängig davon ob du nen Penis oder Vagina zwischen den Beinen hast oder dich anders fühlst.. <br><br>Aber weil (nicht ausgenutzte) Zeit vorhanden ist, macht man sich über solch einen Nonsens Gedanken..<br><br>Die Menschheit könnte schon längst in der Zukunft leben, wenn wir unsere Gedanken nicht mit solch Sinnbefreiten Egos auseinandersetzen würden!",,,,Felix,"Das kommt davon, wenn man zu viel Zeit hat, sich über so einen Schwachsinn Gedanken zu machen.....<br>Anstatt einfach zu leben, unabhängig davon ob du nen Penis oder Vagina zwischen den Beinen hast oder dich anders fühlst.. <br><br>Aber weil (nicht ausgenutzte) Zeit vorhanden ist, macht man sich über solch einen Nonsens Gedanken..<br><br>Die Menschheit könnte schon längst in der Zukunft leben, wenn wir unsere Gedanken nicht mit solch Sinnbefreiten Egos auseinandersetzen würden!",2021-02-23T08:28:07Z,2021-02-23T08:28:07Z,,
